Feature1,Feature2,Feature3,Feature4,Target
-2.116884774535755,8.751365493627684,5.635165533648288,-0.6801926868687302,0
0.857974643774289,2.5380124891640623,-9.409773352315185,9.192689477449965,2
-2.306812016692677,9.544614907681613,3.3313999432966863,3.6662885396362563,0
-7.7372440035397885,-6.254573707259369,-8.45231350698421,7.525194682658888,1
-0.34420659710840606,4.507085597887496,-11.32102077057246,9.93202128830887,2
2.6493251545950436,3.37768668800498,-10.810876351192807,8.420574259354682,2
-6.302733695429689,-5.0840571043407685,-9.432286333077698,6.726435917527646,1
-6.279338627827387,-7.520429961002947,-7.373342198060353,6.271394378044489,1
-2.30415909729922,8.793506124575106,4.661999555906573,2.3902677303747373,0
-2.168696394658949,7.828838119117423,3.623657676877664,3.472712370296732,0
-7.8458332932427215,-5.58789181968673,-11.441940657906853,5.890495634187956,1
-3.5168638336696816,8.295014953665495,2.0912039670563334,1.3422636579238187,0
-2.7900214539811277,9.573916177533922,5.824680256135023,1.8820284555697047,0
-7.761868432867166,-4.892659690807192,-9.13000119529305,7.326268438870908,1
-5.235985861966249,-8.18337509181765,-7.331843425284134,8.458566487919677,1
-2.5573871638259624,7.297356005656663,4.793604134121049,1.155907694970875,0
-5.533393385398168,-7.10412434805208,-7.963451382633173,7.744921476651204,1
-7.733381824051715,-7.3414578480484565,-9.331557680439818,8.54947049638635,1
-2.377923869526879,9.885206076876752,5.217089914312157,2.2418305130756897,0
-7.170865688541608,-9.148121798695477,-9.384081417489242,6.075755078266442,1
-1.4662103457856224,10.079035132918412,3.7239355112138037,2.0186950864778543,0
-6.280712211785971,-8.91083459124794,-9.042790675101845,6.348134607094825,1
-4.495062546526706,7.862230573862965,4.492628115913233,2.0852165330727135,0
-8.596624633100877,-7.451974154996176,-9.196911863471055,6.893629662009694,1
0.9544865097348056,3.008516086027041,-9.28335688959823,10.234658217847558,2
1.0644529432343908,5.383696469101382,-11.135710197752728,9.03630127389056,2
-3.3574687046375686,10.040952919023177,6.619255909416807,3.257902355915755,0
-2.3059646342094564,7.317828731912345,4.506407562609661,0.8884805141829843,0
-5.471496459192336,-7.207163258910118,-9.247046204927845,7.923694555235364,1
-2.075234392995589,8.240142422672172,5.073553562838198,3.818813563699895,0
-7.3746020054167944,-7.766546591271422,-10.790733661676109,9.75063119218208,1
-4.884357395503695,9.911778435539363,3.352587205340334,2.2602659208741116,0
-2.410269919531346,7.265224328840405,4.268827943768265,1.0705819972320323,0
-3.216435331385804,10.033808644623551,5.068297419386158,1.141678169627947,0
-4.901680394138497,9.463154012015409,6.113081627196052,0.5216004615112855,0
1.4382886474062597,5.293768887448444,-8.740503557827248,9.375250427415438,2
-6.490418939133428,-7.51938019113623,-7.830731119318584,5.694501867688381,1
1.9784041870119606,2.0760860169051094,-9.566653411122083,10.851006506290522,2
-0.648597031675858,7.816261279311773,5.821065714400001,1.7163830708701213,0
-8.203448448630983,-5.895445389810471,-8.617156879742286,6.819489642745708,1
2.37742012327949,4.323966157584858,-10.099291712123813,7.409624741081121,2
0.496442009793435,2.7777503578331704,-8.426956751279839,9.87698763224192,2
-2.4369213711235185,11.970176663180665,4.409045678490754,2.335026494741067,0
-7.864681898042894,-7.392274627198256,-9.14905431253008,7.09809163428824,1
2.286527411910335,5.400318833672585,-7.280093928959806,8.254548487202067,2
-3.1616678702657612,-7.189919758913668,-8.226178523135921,6.544285131962046,1
-1.766212509846513,11.483280691852361,4.6648312854385905,1.0995661544657707,0
-1.6431911462008681,7.659424002737646,4.010454516692373,2.5604191574142336,0
-3.7932328101573076,-9.579428538316863,-8.10784504968671,6.654966228412026,1
2.945138221394906,3.528584681953365,-9.59443807251662,9.876713560549662,2
2.6587117168688716,4.526842197937083,-10.85732771843607,10.14620780404968,2
3.149063597309926,4.084798156523293,-11.09313729699817,8.199473391745176,2
2.5445540688116983,3.271653656025639,-10.000817937496084,9.543950320279341,2
-1.3139404000857706,8.106132021914968,2.933706036137889,3.7747700662873163,0
-5.038248668997852,-5.533260530832155,-9.390045295632582,7.975591908944875,1
2.148634583555789,4.342174547334469,-11.391966345312927,10.59302954848432,2
-2.2490669465375954,7.697523095038909,3.933238644141666,0.9684547666810916,0
-1.335091088619108,9.640857183319044,3.3154750419916583,1.5762226147476632,0
-3.5162586509199163,8.643231277176865,5.037394953912378,3.143823836487563,0
-1.3697326605231617,7.232408566058437,1.5751734743457555,3.09435357742786,0
3.42359054549751,3.2313976003014213,-10.613702269369616,8.91451800159582,2
-2.9113629604584923,9.425091529585867,6.50487134108583,2.9979408558034004,0
1.0618977474658111,3.5626668487459745,-7.494476426135758,12.284002093944654,2
1.3120489552524648,5.690578266402153,-9.724615850429212,8.939096431972965,2
0.8961397079748739,3.5057624125645015,-9.926998824391825,10.659126191806422,2
1.4255196592349724,4.514350002472765,-9.392308497270905,11.152257462748429,2
-3.566479627046301,8.159621211819461,6.063960380440898,3.696772170787906,0
-6.6576625010634825,-6.336801970783913,-6.789531985164944,6.398540352224276,1
4.239740629706699,5.5900871283821205,-9.829132376134346,8.912562015003894,2
-6.6196074483941265,-7.244129674248508,-9.100967258718761,8.243014485547315,1
-1.7017641398925663,9.724463088687974,4.215029983098873,1.284847556464451,0
-7.59268023800927,-7.619481742934679,-10.086566209782578,8.162101719835274,1
-2.309454973197083,9.6052276450081,4.986881208917483,4.919529851833805,0
-6.905855288081819,-6.031431944710815,-7.068192919464184,7.091409761201256,1
-7.379577557889825,-6.955857209009444,-8.363369138184314,7.639783889844445,1
-6.0648908058365905,-7.8549924120008505,-8.897162965641654,7.131090818244906,1
-2.197530620986972,7.929106178073031,5.40618978676095,-0.020654390782019805,0
2.416673065829946,3.4728676592287666,-8.64852332686814,8.715544673003043,2
-7.1521544004883815,-7.050218658108993,-8.67565165693836,8.197745287716147,1
-4.798566692505619,7.981824115262919,4.143552196122128,4.238394872748961,0
-1.9904820822917637,9.578339153040163,3.79072776244167,1.1185610469294798,0
4.865444995837972,5.835972454559931,-9.298147628217054,9.759885526977227,2
-0.7678252936987002,10.16541111950057,7.223697785241969,1.0523526084750725,0
-2.4822385516782943,9.670829066408574,3.2229034578574876,3.3103557175433784,0
3.673016592029226,3.676537181722029,-7.145672366020437,11.78871033223683,2
-7.915819517109191,-6.917553780002847,-8.816707510182674,7.89067933051079,1
-6.2569817746231235,-6.285143568042861,-8.836384919007681,7.821250384445253,1
-8.76501001249273,-5.582292689716257,-8.793277546851824,8.633689322388278,1
-2.0626710559245147,9.481277162999836,4.576134052607047,3.441452342843085,0
-3.0411363244825624,7.952522871366041,4.432343564319994,4.027219860111543,0
-2.1395369756478275,8.544307847292172,4.96283116572223,1.5613389533438395,0
-5.652217425290353,-7.108645016391007,-9.527226849140733,6.986172333632999,1
3.0753572990058804,4.58344638188978,-8.905936574868626,9.857703095308601,2
2.1278684914191786,3.6331219916999444,-10.223108211127704,8.107313065109953,2
-1.7347464835505733,10.65664399723714,3.4819706835319764,2.7964314359388593,0
-1.2099683583882623,8.448936546016867,4.527515409741096,3.56412566099136,0
1.232240973335641,3.4480471207821,-9.014541423416981,8.705522572387201,2
1.0313009069785186,6.377126660640006,-7.268278416826723,9.706298001634032,2
-1.9981329756211073,9.037263461097224,3.87009454537493,2.558616425786021,0
-7.807774203991386,-4.60162761564966,-8.733907980165146,6.080150629128467,1
-4.330646119069721,8.58585108723039,5.708338632451845,2.6634157032686114,0
-1.893470665241451,8.70283011509762,5.526451413293105,2.711610664756396,0
-6.7889355439472245,-5.621472623025512,-8.873387443660793,8.253661061405607,1
-1.406305843467428,8.66595667517194,4.960749613114385,2.3592070513759484,0
-7.608802805599437,-7.044882752222602,-7.688977819268524,7.572646937179454,1
-7.425084453643403,-7.14249352619799,-8.948007225646947,7.22646871806015,1
1.6927277356246186,3.6127893087378737,-10.4152442713501,9.959425167870549,2
3.6381862299965313,5.893855938920395,-9.238655332304816,9.436819147684094,2
-0.8398362035674678,3.4831410688684246,-11.762697319158416,8.25736821114158,2
-7.778926375499638,-6.474790274410425,-9.492432432630718,9.503629670988829,1
3.861156693969322,4.666095603005792,-7.370579189157288,10.046218405307656,2
-7.4330308695928125,-5.972231983380179,-10.511721839267125,8.588192778253763,1
3.3945794887785112,4.2892443322690195,-10.600268087625894,10.240633431640678,2
-1.8526807656487048,8.771654945277648,4.378661392355437,3.2917019063253603,0
2.770531193455206,6.327951771624646,-11.025859668892746,8.886311539843199,2
-0.16420870255240683,8.407390083083998,3.369189731760181,3.7511657668958502,0
-8.820987927729675,-6.4231759076378845,-9.819217517933218,7.709072680407568,1
3.0366281913146906,4.885989319384459,-7.769928400895389,8.748069160025963,2
1.5452417990092422,2.500029932610913,-8.403035894974431,8.467469409514763,2
-6.000232292965176,-8.409188136168101,-7.5801485753753,7.908852700799909,1
-0.5548589683672001,7.358164378340452,2.595819909001916,1.9065124452647895,0
1.5138713745713646,3.5744641456998494,-10.233884348670298,9.957930559448199,2
2.254387875491836,4.233081812616592,-9.460890610755692,8.632826611807962,2
-6.144828534348256,-8.054415661262333,-10.496237818792308,5.165665228207774,1
-7.597752287848526,-8.040015062458325,-8.920075866837553,7.760287672521989,1
-7.818031382164515,-7.7917533342522916,-10.963610020341719,7.88937377200055,1
0.14194898946335233,4.649960015999507,-7.244638479436075,8.204369420278837,2
2.2829497598982567,3.6037308872268357,-11.000981815025403,9.960445237095168,2
1.1406949224519445,5.308574542717824,-8.168051190986025,8.000601025025013,2
-5.832237969944509,-8.039497661320446,-8.933593865922854,6.962963777033859,1
-3.7840698568290057,9.5282546448475,4.415305718222643,3.1560456787565676,0
-6.30421813354934,-6.0053801597914065,-9.669148685716564,6.532675785632329,1
3.632916392358,1.8405462613694166,-9.560613323343446,10.148081356824738,2
-8.008105890932494,-7.553022681651779,-11.281792360063134,7.380515077400675,1
-9.764029512471907,-5.209162463496265,-8.031575666987528,5.522951056503102,1
-5.406898604653755,-8.332302196853009,-8.312032607530805,5.679490962661388,1
2.8085805890806883,4.469848490623906,-11.176689599094566,8.875115280331366,2
2.700031752041156,4.982834916184505,-10.64388252474544,8.413802889880925,2
0.443770666404361,5.732784477604087,-9.920577341006515,8.592132096130193,2
-3.236230607963422,11.077539615647078,7.030897260029843,1.0531817786007145,0
-6.0451442216909115,-8.249319804979233,-8.972138349207542,6.35756313847563,1
-6.784138949220671,-5.969520293879615,-8.002740322139623,7.658082690361256,1
-2.7168838121933936,9.032980985296083,3.324348731953859,0.2451086248275789,0
-6.95652050812973,-6.236560501855319,-11.473681141955947,7.128974144922873,1
-7.588849338031388,-6.3520376784481725,-10.72010093274007,7.872178591929719,1
-3.325227288946939,9.292990564791525,4.991565804186519,1.1159479823090908,0
-3.63599411386517,-7.156903593243596,-7.514466670171621,9.053853797841825,1
-3.0938411284866625,8.59198054681851,3.7158835567911526,0.41782968684085864,0
-9.582979264828877,-6.476947785147255,-9.165741212244168,8.487733014580133,1
-1.0733118210553607,8.824050640565957,4.607113388816183,0.8532481330528967,0
-6.272138003984159,-5.143342754005779,-8.156603910481635,6.063936316806774,1
2.2910124836001033,1.825621212290272,-10.92982324372804,11.245233683449776,2
-7.374292085180635,-5.783941114855059,-8.193171873096155,7.837346412871394,1
-6.920337462264761,-8.793816743071945,-8.333488199413836,6.63001798329945,1
-6.120682131180509,-7.449123403400704,-9.764454105507461,9.254947714429871,1
-3.0492130526477266,10.522865188433409,3.9974767318086335,2.4033140257922763,0
4.297648166369392,2.528449581959614,-10.919656780619414,11.453450736771414,2
3.4467934493542822,3.0037038707652863,-10.085866724660788,8.529034002190686,2
-6.050534042280638,-7.4138777990805345,-8.67149333229226,7.269375447109841,1
1.741622874319863,3.9261397031085834,-9.096687701588092,8.681804737134767,2
-2.5348383762708737,8.117632113220933,1.7307905239005716,3.034024159573992,0
0.9855244159728818,4.009612460224437,-10.680699324397892,10.232395341236055,2
-7.00483854273554,-6.408141133269559,-9.72399625702968,7.541024310621164,1
-6.308921068036971,-8.976384422890613,-9.484840761451325,7.017586551014396,1
-5.979746903842818,-6.5449881874161155,-9.97942063226069,7.705748121257352,1
1.1184556969550108,4.025140961878551,-10.24041462981577,10.914824170155551,2
3.7581761843658166,3.6096204411427406,-10.103872088316962,7.836865923570272,2
2.704228287447517,5.4651084093679145,-9.188266292570898,6.406824443965462,2
0.2683926569554602,6.773567897088224,5.463391064677517,0.03791063851315002,0
-8.556993765260426,-5.437017787005674,-8.62243051318031,8.32891955777408,1
-6.463575218025366,-3.8662417313746382,-11.046421050042913,7.284786182239339,1
0.9075884559112992,3.5564971475389124,-9.675739340693218,11.66533159784468,2
-2.666705983563516,9.106508387748843,4.370051658058407,1.1931665869525805,0
-6.81691700255429,-8.152835672951868,-9.698747135589533,5.78202179665874,1
2.101246613242931,6.156969292548714,-9.780399498013917,9.106104680158397,2
1.5501747593347153,1.8704146051482176,-9.023730518729023,11.765010418138527,2
-7.556662606983854,-8.672954945223648,-7.332152810586126,6.726315887383856,1
-7.015803966209839,-6.614239424926894,-7.356625459782256,6.085176624985381,1
-6.253887912279835,-5.275746705008794,-8.937032196241754,7.691263951054712,1
-6.875849918863678,-5.404121151149527,-7.659107985312081,5.643438047679092,1
-3.3215040234199007,9.748297674807363,5.877078263223242,3.0907058268801704,0
1.4460429139052964,4.4840724996020995,-9.337091485282324,9.344144101626778,2
-6.274129013778402,-6.128263557271616,-10.325802499932298,5.520078185079836,1
1.0327658231461494,2.8908913780235252,-10.446925696666225,10.7439960974598,2
-3.3817622340425926,8.717263765536515,4.550558721308046,2.7179762010015454,0
-7.260940263972145,-6.74021537886099,-7.552508633938764,5.515682079270224,1
1.3513036327931256,3.6090834408316734,-8.352010481320471,8.942152827692661,2
-8.401391357121645,-7.082020554660996,-8.75628187747482,5.227762844803863,1
-6.90110116356129,-8.051789651672504,-8.892632918993215,5.843801349480877,1
-6.482605625612576,-5.138907867518343,-7.7830273072711265,6.0306716231169935,1
-6.839164325270006,-6.557797296022789,-10.176114381458907,8.759816054012326,1
-2.5327629817647677,9.677274073498898,4.908575797105695,3.610138199909345,0
-3.2052615126968016,9.301571528840775,5.239500968591622,2.539572409043861,0
-8.073805369375325,-7.097913387838747,-11.450805812367436,7.537694912161171,1
1.7517081268626125,4.516065585829315,-10.2588650967459,9.023710724776606,2
-2.7743546316483467,9.046549134991759,4.889938205765164,-0.4769121581684166,0
-7.460635932649755,-8.039605176979851,-9.048781903714438,7.913329692194844,1
-1.246860481785248,7.816613375421026,4.179113309885279,2.2734099314427656,0
-6.2529264279299355,-6.997607889007432,-6.111406092099752,8.390367462234574,1
-5.633299908100691,-6.768319588036256,-9.451514760870882,4.259263400231625,1
-4.651650267276924,-7.458228758588117,-8.44897743141299,5.158887564423866,1
0.37580521014063883,5.577382111967066,-8.710032431002693,10.903619486097314,2
-2.2053993374071728,9.998698943333268,4.599543758583645,2.518858778510093,0
-7.027390913573991,-6.1570132717019375,-9.373108120272004,9.788105343602618,1
2.457905376631468,2.0961585307683457,-10.018394404699418,7.928197176847825,2
-4.257513317107936,-7.704168004879901,-6.889665765262627,7.783324743209383,1
-0.2612402915916956,10.310343807055899,4.1030925614376,3.5103893180228676,0
-2.4801342750454407,10.708950794696836,4.544309166733243,2.5160158394404126,0
-3.3349780372660187,11.717209094611492,5.817997420618014,1.583372023730385,0
-8.304945479052302,-7.356897496337581,-8.197089878272351,7.432835243005799,1
-2.8330475454047956,7.839769669259553,4.106726924136767,2.4259302755945544,0
-6.449613777860066,-8.31597910761597,-10.630539490539782,4.774785816257905,1
-4.4897632285055895,-7.878583159095775,-9.498466096159857,7.147092407381683,1
0.27179016382734345,4.443613915160335,-11.969935643819042,9.07763206010978,2
-5.387540234526676,-5.406473341746184,-9.240091341569412,5.1708175796683475,1
2.45457147935709,4.811037108730843,-10.78906536106384,8.37208247394884,2
1.8562978964445223,3.708543474564513,-5.7989845744307935,10.486341770758765,2
-3.773616526028375,7.73292262230329,5.7802479465963925,4.0259057310390425,0
-5.682468698846977,-7.22426267616187,-7.926909891652681,6.973412556788459,1
-2.2019619418760996,10.193515308932938,6.638448169583193,3.190413761962488,0
-3.2299640509553162,8.664253628446389,3.917830901552825,4.195903505351457,0
0.9645797885917811,4.26982331496863,-8.191016025441627,10.50900915249653,2
-1.8594423492070047,9.925272320561497,3.9480663553560382,-1.1360810666331598,0
1.0952497006534927,4.091894756318946,-11.404906715577775,10.155247767555272,2
3.2969011719705676,3.7732336197795604,-9.571165459823165,10.491330327847256,2
-2.173235271468966,7.66369927144027,7.574781211768293,2.128235102311005,0
-0.561195984044843,4.124507753024811,-10.262626250713463,7.683511515425814,2
-5.941071189313519,-7.82918885127701,-9.774151292101976,8.621904686598633,1
-3.6657083345054833,7.86570503032427,5.052424294087964,1.9147868620561905,0
-3.112767347714362,9.330470786595592,4.992947791044294,1.6918803235611457,0
-6.2729201009482205,-5.093173863281999,-6.112588062128655,6.83824600767795,1
2.075762833549557,2.5221146588004872,-8.318757257477401,9.496410244675333,2
-2.6988071013475374,8.502028844261417,3.4253535859159,-0.012658322298191083,0
-4.8956556265370335,-6.132404775809032,-8.550498461616854,7.907094907518969,1
-2.537460204101836,8.805061018714918,4.910248342677232,1.5297373693407017,0
-5.93593973675629,-7.551565135623309,-12.237964104807299,8.954550308495532,1
-6.78533475548829,-9.434590506573722,-8.288526018889572,6.147857445838535,1
1.5951783343598107,6.138904682861317,-9.50632355815617,9.549772060744285,2
-1.8337405908435245,7.958508903995856,7.024352170267431,1.3360046065663747,0
-3.114213420261956,8.916458920476346,5.057090616474105,1.3884954070044693,0
-3.503991636159237,8.342068879961959,5.536631162376016,2.70561400246089,0
-3.145799000185383,8.323304239424706,4.3098167996461285,-0.7891357137419699,0
-1.4503979482646592,8.471777728798624,4.075828258916699,2.2922235595231903,0
-0.6366866751606262,3.926929740093592,-8.584529148526022,8.116929950793631,2
-2.4170113537804436,7.474695459172038,5.83539901956467,1.380661784147157,0
-7.1394550281946785,-8.007199442094354,-7.239265995437857,8.43824133173736,1
-8.020771250864636,-6.044991072146927,-9.45826479514814,6.095619047448002,1
3.555728220900792,4.8460363529571975,-9.466242263917827,11.1958111676052,2
4.974146616899432,5.099248243273667,-10.625452428412594,10.760941745829657,2
1.5408491870105625,5.012970931181188,-8.474691323101927,9.648387407930583,2
2.349460452047473,4.572122251230123,-10.906725362205213,9.451680576307012,2
2.792636790196617,3.837130430684242,-9.32704827277935,8.408616634891061,2
-0.7728241618282707,9.250151860012211,5.878092283590464,0.19049723629636572,0
-8.358675564615606,-7.701499670011303,-8.289538619331891,9.841388684954799,1
-6.954794683943952,-6.588361443060475,-9.19141876339976,8.951422978492282,1
6.07515973776335,4.973260527648879,-10.0795188043463,8.130863160215382,2
1.924026979377184,5.350880891432908,-8.691376148371484,9.7556484724685,2
2.6927345743703586,3.6758853318717732,-11.057574842113496,8.326869074508505,2
-6.408466252370109,-6.335806965064885,-10.736995556731783,7.38379615449752,1
-6.790215678559143,-5.649351056628848,-5.667913464044867,8.041241901555663,1
-3.3717964881832265,9.908292503651058,4.406242080888084,1.8961438714105348,0
-5.333936321328417,-6.862698794160762,-10.321690711872565,8.82872894840751,1
-5.244551767896327,-4.911372117090002,-5.055859675221509,5.975330075611185,1
-8.251633980451903,-6.775141088859059,-8.558676214800629,6.461845175156786,1
-8.402776517442994,-5.036721465850013,-8.97191037519337,7.68242579632403,1
-2.066789652405269,8.54227955340549,4.674372623749882,3.5073119190694904,0
-5.496449467237239,-8.340994145472289,-8.276787250077788,5.919186067822573,1
0.7867670695568949,4.433769888481207,-11.651026609628568,10.654542484553737,2
-4.377152631281435,9.741498069813089,3.1033636132325615,4.07892270232197,0
0.8207226498266154,3.054824869402956,-10.733851836424023,10.02005978377438,2
2.0852490991315085,5.097245924826968,-10.038440908016229,11.28041982580695,2
-1.589901288991122,10.48660599685949,4.519693944452158,1.728761183728373,0
-5.684929374348835,-4.836302461374301,-10.80396262555923,5.179872357073079,1
-6.238577756301661,-7.75219987913437,-7.589182748078663,5.805212824596445,1
-0.035393331089073055,10.464325604910092,5.868753867201856,2.6842020229821517,0
-0.22770863010214804,5.577437791548652,-8.325656726935481,9.515117975596649,2
-7.439737765492999,-8.659690911654849,-9.81954663256217,5.962926487331078,1
-0.5412401878070787,9.904839117484592,4.730399202910013,0.05081070966412993,0
1.0192559281222087,2.846406582962448,-6.2662617873328195,9.096334763018923,2
-2.1998945748814496,7.524173437620372,5.040890536921978,1.7868588253510336,0
-1.4766294370210558,8.314593201915596,4.439332779684408,2.3122656245266917,0
-7.1387798155715485,-5.755136602267637,-6.876248083202987,8.897555054625897,1
-0.3656352889211738,4.560303756144441,-10.040017179589785,9.777478486915827,2
-3.9941095889198373,9.145576294397886,6.2342478301259785,2.348991052578708,0
3.846242641961335,1.5984917374391423,-8.676565429740258,8.390763973618697,2
1.2661288386933593,4.850301872981745,-9.720147061806275,9.177292802820784,2
-7.859013177984923,-8.626175119384609,-8.475974676429892,6.666633888178455,1
0.08998449231401562,5.065279495599968,-10.886731456134275,8.991794178579378,2
-1.5662374326717516,9.52483520234028,3.4795074644730457,1.9159160565703561,0
-5.812642601405903,-8.226210916703012,-9.758564602241472,7.405209638597048,1
-5.901025964218155,-6.9378158020728735,-9.058108321899963,6.895515154482858,1
-7.981198516684153,-4.802706035155188,-9.600819612910495,7.273971691089963,1
-7.760707177516515,-7.049945158081363,-6.920341587466771,8.203780291705742,1
-6.048304352932638,-5.553109913722292,-7.804603925876645,7.625102893384426,1
-7.6098198756287125,-8.089551089142503,-8.533843000506211,5.171831238003836,1
-5.564343302178392,-6.369724023279814,-10.69225257264812,6.676356898142779,1
-3.4577669695871247,9.580048156761517,6.898308231998142,3.5876737393267053,0
-2.0382984624382297,8.403529777349323,4.609189661597708,-0.14972140192620964,0
4.093132786241901,4.307664912879853,-8.68420914597864,9.517988621359608,2
3.068167394409946,4.5540562193742575,-10.933670929393458,11.054363769882103,2
0.5231212879955955,8.377243600693937,4.052551505206235,3.2261627364236185,0
2.348984305257041,4.092727062934387,-8.930629804435346,7.790809803405495,2
2.7410958448852925,5.185470328729084,-10.181338141764247,9.73881052400317,2
-1.9621322965548211,11.612288942079623,3.8676569597719297,3.0865778376382167,0
0.19161418519087525,2.776455494185459,-8.562068304786036,9.715345295423788,2
-3.9343157258881654,9.386070980470755,5.400411093346619,2.46972860088253,0
2.707669725309864,3.293267609017149,-8.068316610245857,8.232922608310606,2
-2.416355653875608,7.980745086604405,6.46762772895169,2.6198617363623224,0
-3.6519772799393064,8.201891962048084,3.7126875019031127,2.9693998581758643,0
1.8127227000462223,5.7936533129145245,-9.815942306226841,10.417698480495826,2
1.6439806341646688,4.483112069028612,-8.73010084593028,9.336854611621433,2
-5.195075103042717,6.469445945036242,3.911640622799491,2.5223935872049945,0
-1.850537020671913,8.708339175933885,4.489333724224621,2.3666251129319607,0
-6.396905498509712,-5.294914645827094,-8.708710811460609,6.235544661313552,1
-1.2061229440548564,9.583924007654264,4.609846485733929,2.9544892429810767,0
-0.8186729491837581,4.585976312990576,-10.763470390423114,9.594229469138847,2
-8.657524117012912,-8.487473323225254,-8.676099347451148,6.932042470169072,1
-6.6635419459160925,-7.207629577546562,-9.841154562660053,8.64018714542643,1
-6.9512123655419,-8.922108623220847,-9.80999755955675,7.54888332114973,1
1.8158506037456086,5.887254597295751,-9.39002205400604,9.413223280435629,2
0.2291839999846892,4.378496889699828,-10.178163410652237,8.645738705602596,2
-6.357697945109791,-7.352893610767691,-8.19300592819383,7.6911902939868,1
-2.5861636389643414,9.408801020562498,5.025507494768429,2.4794745890230736,0
-0.8409485642319743,9.683658495820556,4.652301980040158,0.3989662051205405,0
0.03738981336240954,10.253244440859698,2.8166348770832856,1.3920887965012305,0
-7.5423406936864,-8.196681972830524,-6.088034236453588,9.564477320492324,1
2.8481466026076347,3.629123359672046,-10.612897819089204,8.626377032807449,2
-1.8392053280266834,9.105492597893216,5.286386027163744,0.8683613722454926,0
-2.5933964768031266,7.021133007979132,5.1554206991872045,2.222394908536465,0
1.6737704564507965,4.6944257612256175,-8.609404730101467,10.121165166778722,2
-3.030593095971529,8.643279580035955,4.906439362188557,1.3986713379445592,0
-2.4412177131762216,9.649917433426399,4.5552803025571915,2.5569716565321743,0
-6.165038113984162,-7.587983301031416,-8.996930983409257,7.41025767395985,1
1.8367205869911756,1.9854993895003186,-9.611492079210153,9.520153107479995,2
-3.449716421756426,8.185636865418811,3.5404485376506107,0.9749830340641984,0
-2.298943920362536,12.596596931322413,5.080856834797267,1.5969340605338544,0
0.703600729190343,4.986363662072714,-9.694563171583566,8.853527343856133,2
-0.33514301085933385,2.38407668637485,-9.59115281344332,8.745868767928222,2
-2.9204227359491686,8.568557089003372,2.950864802566716,1.0397896588316817,0
